codigo,prompt_ia,descripcionNueva
18369,"Escribe una descripción comercial para una tienda de informática sobre el producto: Balanza  Brilia. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18370,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lubricante Wd-40. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18372,"Escribe una descripción comercial para una tienda de informática sobre el producto: Impresora Hp M1522 - 9b68b5v (p.nidia). Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18376,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cifra B-66w. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18377,"Escribe una descripción comercial para una tienda de informática sobre el producto: Magnum A4 - 75grs. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18382,"Escribe una descripción comercial para una tienda de informática sobre el producto: Impresora Brother Mfp 430w Sist. Cont.. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18383,"Escribe una descripción comercial para una tienda de informática sobre el producto: Sam Nr -330 Seshra0000049007. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18384,"Escribe una descripción comercial para una tienda de informática sobre el producto: Sam4s Nr-330 Seshra0000049040. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18385,"Escribe una descripción comercial para una tienda de informática sobre el producto: Hasar R-6100 -hshsac0000040389. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18386,"Escribe una descripción comercial para una tienda de informática sobre el producto: Magnum A4 - 75 Grs   X10 Resmas. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18387,"Escribe una descripción comercial para una tienda de informática sobre el producto: Flete. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18388,"Escribe una descripción comercial para una tienda de informática sobre el producto: Varios Productos. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18390,"Escribe una descripción comercial para una tienda de informática sobre el producto: . Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18391,"Escribe una descripción comercial para una tienda de informática sobre el producto: Hasar R-6100 -hshsac0000040288. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18392,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lector Elicode 2303  1d - 2d - USB. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18393,"Escribe una descripción comercial para una tienda de informática sobre el producto: Sam4s Nr-330 Seshra0000050280. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18394,"Escribe una descripción comercial para una tienda de informática sobre el producto: Hasar R-6100 - Hshsac0000040458. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18395,"Escribe una descripción comercial para una tienda de informática sobre el producto: Hasar R-6100 - Hshsac0000040459. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18396,"Escribe una descripción comercial para una tienda de informática sobre el producto: Balanza Kretz Aura 30kg-multi Reango Ppi C/ba-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18397,"Escribe una descripción comercial para una tienda de informática sobre el producto: Mouse Logitech M190. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18398,"Escribe una descripción comercial para una tienda de informática sobre el producto: Teclado Genius 820. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18399,"Escribe una descripción comercial para una tienda de informática sobre el producto: Teclado Genius Kb-117. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18400,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Brother Pack Tres Colores. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18401,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Brother Negro 420. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
18402,"Escribe una descripción comercial para una tienda de informática sobre el producto: Candado Para Moto 25mm 1.50mts Infinity Tech. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
1847,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lector Hasar 9020 2d USB C/soporte. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
